title,year,url,arxiv_id,doi,venue,primary_category,categories,pdf_url,source
Data efficient Robotic Object Throwing with Model-Based Reinforcement Learning,2025,http://arxiv.org/abs/2502.05595v1,2502.05595v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2502.05595v1,arxiv
Data-Driven Contact-Aware Control Method for Real-Time Deformable Tool Manipulation: A Case Study in the Environmental Swabbing,2025,http://arxiv.org/abs/2503.21491v1,2503.21491v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2503.21491v1,arxiv
Data-Efficient Multitask DAgger,2025,http://arxiv.org/abs/2509.25466v1,2509.25466v1,,,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2509.25466v1,arxiv
DataMIL: Selecting Data for Robot Imitation Learning with Datamodels,2025,http://arxiv.org/abs/2505.09603v1,2505.09603v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2505.09603v1,arxiv
Decentralized Aerial Manipulation of a Cable-Suspended Load using Multi-Agent Reinforcement Learning,2025,http://arxiv.org/abs/2508.01522v3,2508.01522v3,,"Proceedings of the 9th Conference on Robot Learning, PMLR 305:3850-3868, 2025",cs.RO,"cs.RO,cs.AI,cs.MA",https://arxiv.org/pdf/2508.01522v3,arxiv
Decoding RobKiNet: Insights into Efficient Training of Robotic Kinematics Informed Neural Network,2025,http://arxiv.org/abs/2509.07646v1,2509.07646v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.07646v1,arxiv
Deep Learning Perspective of Scene Understanding in Autonomous Robots,2025,http://arxiv.org/abs/2512.14020v1,2512.14020v1,,,cs.CV,cs.CV,https://arxiv.org/pdf/2512.14020v1,arxiv
Deep Sensorimotor Control by Imitating Predictive Models of Human Motion,2025,http://arxiv.org/abs/2508.18691v1,2508.18691v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2508.18691v1,arxiv
DexCanvas: Bridging Human Demonstrations and Robot Learning for Dexterous Manipulation,2025,http://arxiv.org/abs/2510.15786v2,2510.15786v2,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2510.15786v2,arxiv
DexVLA: Vision-Language Model with Plug-In Diffusion Expert for General Robot Control,2025,http://arxiv.org/abs/2502.05855v3,2502.05855v3,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2502.05855v3,arxiv
Dexterous Grasping with Real-World Robotic Reinforcement Learning,2025,http://arxiv.org/abs/2503.04014v2,2503.04014v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2503.04014v2,arxiv
Dexterous Manipulation through Imitation Learning: A Survey,2025,http://arxiv.org/abs/2504.03515v5,2504.03515v5,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2504.03515v5,arxiv
DiWA: Diffusion Policy Adaptation with World Models,2025,http://arxiv.org/abs/2508.03645v1,2508.03645v1,,,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2508.03645v1,arxiv
Differentiable Particle Optimization for Fast Sequential Manipulation,2025,http://arxiv.org/abs/2510.07674v2,2510.07674v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.07674v2,arxiv
Diffusion Models for Robotic Manipulation: A Survey,2025,http://arxiv.org/abs/2504.08438v3,2504.08438v3,,,cs.RO,"cs.RO,stat.ML",https://arxiv.org/pdf/2504.08438v3,arxiv
Digital Twin Generation from Visual Data: A Survey,2025,http://arxiv.org/abs/2504.13159v2,2504.13159v2,,,cs.CV,cs.CV,https://arxiv.org/pdf/2504.13159v2,arxiv
Disentangled Multi-Context Meta-Learning: Unlocking robust and Generalized Task Learning,2025,http://arxiv.org/abs/2509.01297v1,2509.01297v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.01297v1,arxiv
Distilling On-device Language Models for Robot Planning with Minimal Human Intervention,2025,http://arxiv.org/abs/2506.17486v2,2506.17486v2,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2506.17486v2,arxiv
Dita: Scaling Diffusion Transformer for Generalist Vision-Language-Action Policy,2025,http://arxiv.org/abs/2503.19757v2,2503.19757v2,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2503.19757v2,arxiv
Do Robots Really Need Anthropomorphic Hands? -- A Comparison of Human and Robotic Hands,2025,http://arxiv.org/abs/2508.05415v2,2508.05415v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2508.05415v2,arxiv
DoublyAware: Dual Planning and Policy Awareness for Temporal Difference Learning in Humanoid Locomotion,2025,http://arxiv.org/abs/2506.12095v1,2506.12095v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2506.12095v1,arxiv
DreamGen: Unlocking Generalization in Robot Learning through Video World Models,2025,http://arxiv.org/abs/2505.12705v2,2505.12705v2,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2505.12705v2,arxiv
DropVLA: An Action-Level Backdoor Attack on Vision-Language-Action Models,2025,http://arxiv.org/abs/2510.10932v4,2510.10932v4,,,cs.CR,"cs.CR,cs.AI,cs.RO",https://arxiv.org/pdf/2510.10932v4,arxiv
Dual-Mode Magnetic Continuum Robot for Targeted Drug Delivery,2025,http://arxiv.org/abs/2510.01761v1,2510.01761v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2510.01761v1,arxiv
DynaMimicGen: A Data Generation Framework for Robot Learning of Dynamic Tasks,2025,http://arxiv.org/abs/2511.16223v1,2511.16223v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2511.16223v1,arxiv
Dynamic Mixture of Progressive Parameter-Efficient Expert Library for Lifelong Robot Learning,2025,http://arxiv.org/abs/2506.05985v2,2506.05985v2,,,cs.LG,"cs.LG,cs.RO",https://arxiv.org/pdf/2506.05985v2,arxiv
Dynamic object goal pushing with mobile manipulators through model-free constrained reinforcement learning,2025,http://arxiv.org/abs/2502.01546v2,2502.01546v2,10.1109/ICRA55743.2025.11128166,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2502.01546v2,arxiv
Dynamics-Compliant Trajectory Diffusion for Super-Nominal Payload Manipulation,2025,http://arxiv.org/abs/2508.21375v1,2508.21375v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2508.21375v1,arxiv
EMMA: Scaling Mobile Manipulation via Egocentric Human Data,2025,http://arxiv.org/abs/2509.04443v3,2509.04443v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.04443v3,arxiv
EMMOE: A Comprehensive Benchmark for Embodied Mobile Manipulation in Open Environments,2025,http://arxiv.org/abs/2503.08604v2,2503.08604v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2503.08604v2,arxiv
"Echo: An Open-Source, Low-Cost Teleoperation System with Force Feedback for Dataset Collection in Robot Learning",2025,http://arxiv.org/abs/2504.07939v1,2504.07939v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2504.07939v1,arxiv
EchoVLA: Synergistic Declarative Memory for VLA-Driven Mobile Manipulation,2025,http://arxiv.org/abs/2511.18112v2,2511.18112v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2511.18112v2,arxiv
"Edge General Intelligence Through World Models and Agentic AI: Fundamentals, Solutions, and Challenges",2025,http://arxiv.org/abs/2508.09561v1,2508.09561v1,,,cs.LG,cs.LG,https://arxiv.org/pdf/2508.09561v1,arxiv
EdgeVLA: Efficient Vision-Language-Action Models,2025,http://arxiv.org/abs/2507.14049v1,2507.14049v1,,IROS-MoMA3 Workshop 2024,cs.RO,"cs.RO,cs.CL",https://arxiv.org/pdf/2507.14049v1,arxiv
Efficient Model-Based Reinforcement Learning for Robot Control via Online Learning,2025,http://arxiv.org/abs/2510.18518v1,2510.18518v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.18518v1,arxiv
Efficient Vision-Language-Action Models for Embodied Manipulation: A Systematic Survey,2025,http://arxiv.org/abs/2510.17111v3,2510.17111v3,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2510.17111v3,arxiv
EgoBridge: Domain Adaptation for Generalizable Imitation from Egocentric Human Data,2025,http://arxiv.org/abs/2509.19626v1,2509.19626v1,,,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2509.19626v1,arxiv
EgoZero: Robot Learning from Smart Glasses,2025,http://arxiv.org/abs/2505.20290v2,2505.20290v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2505.20290v2,arxiv
Embodied Intelligence for Flexible Manufacturing: A Survey,2025,http://arxiv.org/abs/2602.06966v1,2602.06966v1,10.13973/j.cnki.robot.250208,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06966v1,arxiv
Embodied Robot Manipulation in the Era of Foundation Models: Planning and Learning Perspectives,2025,http://arxiv.org/abs/2512.22983v1,2512.22983v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2512.22983v1,arxiv
Embodied intelligent industrial robotics: Framework and techniques,2025,http://arxiv.org/abs/2505.09305v5,2505.09305v5,,,cs.RO,cs.RO,https://arxiv.org/pdf/2505.09305v5,arxiv
EmbodiedCoder: Parameterized Embodied Mobile Manipulation via Modern Coding Model,2025,http://arxiv.org/abs/2510.06207v2,2510.06207v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.06207v2,arxiv
Embodiment Transfer Learning for Vision-Language-Action Models,2025,http://arxiv.org/abs/2511.01224v1,2511.01224v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2511.01224v1,arxiv
Enhancing Generalization in Vision-Language-Action Models by Preserving Pretrained Representations,2025,http://arxiv.org/abs/2509.11417v2,2509.11417v2,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2509.11417v2,arxiv
Enhancing Thin-Film Wafer Inspection With A Multi-Sensor Array And Robot Constraint Maintenance,2025,http://arxiv.org/abs/2503.05853v1,2503.05853v1,,,cs.RO,"cs.RO,eess.SP",https://arxiv.org/pdf/2503.05853v1,arxiv
Environment Modeling for Service Robots From a Task Execution Perspective,2025,http://arxiv.org/abs/2501.05931v1,2501.05931v1,10.1109/JAS.2025.125168,"IEEE/CAA Journal of Automatica Sinica, 2025",cs.RO,cs.RO,https://arxiv.org/pdf/2501.05931v1,arxiv
Evaluation of Impression Difference of a Domestic Mobile Manipulator with Autonomous and/or Remote Control in Fetch-and-Carry Tasks,2025,http://arxiv.org/abs/2512.24029v2,2512.24029v2,10.1080/01691864.2020.1780152,"Advanced Robotics, 34(20):1291-1308, 2020",cs.RO,"cs.RO,cs.HC",https://arxiv.org/pdf/2512.24029v2,arxiv
Evo-0: Vision-Language-Action Model with Implicit Spatial Understanding,2025,http://arxiv.org/abs/2507.00416v3,2507.00416v3,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2507.00416v3,arxiv
"Exploring Embodied Multimodal Large Models: Development, Datasets, and Future Directions",2025,http://arxiv.org/abs/2502.15336v1,2502.15336v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2502.15336v1,arxiv
"Eye, Robot: Learning to Look to Act with a BC-RL Perception-Action Loop",2025,http://arxiv.org/abs/2506.10968v2,2506.10968v2,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2506.10968v2,arxiv
FASTer: Toward Efficient Autoregressive Vision Language Action Modeling via Neural Action Tokenization,2025,http://arxiv.org/abs/2512.04952v2,2512.04952v2,,,cs.CV,"cs.CV,cs.RO",https://arxiv.org/pdf/2512.04952v2,arxiv
FEWT: Improving Humanoid Robot Perception with Frequency-Enhanced Wavelet-based Transformers,2025,http://arxiv.org/abs/2509.11109v3,2509.11109v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.11109v3,arxiv
FF-SRL: High Performance GPU-Based Surgical Simulation For Robot Learning,2025,http://arxiv.org/abs/2503.18616v2,2503.18616v2,10.1109/IROS58592.2024.10801658,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),cs.RO,cs.RO,https://arxiv.org/pdf/2503.18616v2,arxiv
FLAME: A Federated Learning Benchmark for Robotic Manipulation,2025,http://arxiv.org/abs/2503.01729v2,2503.01729v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2503.01729v2,arxiv
FLARE: Robot Learning with Implicit World Modeling,2025,http://arxiv.org/abs/2505.15659v1,2505.15659v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2505.15659v1,arxiv
FLOWER: Democratizing Generalist Robot Policies with Efficient Vision-Language-Action Flow Policies,2025,http://arxiv.org/abs/2509.04996v1,2509.04996v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.04996v1,arxiv
FRMD: Fast Robot Motion Diffusion with Consistency-Distilled Movement Primitives for Smooth Action Generation,2025,http://arxiv.org/abs/2503.02048v1,2503.02048v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2503.02048v1,arxiv
Fail2Progress: Learning from Real-World Robot Failures with Stein Variational Inference,2025,http://arxiv.org/abs/2509.01746v1,2509.01746v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.01746v1,arxiv
Feel the Force: Contact-Driven Learning from Humans,2025,http://arxiv.org/abs/2506.01944v1,2506.01944v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2506.01944v1,arxiv
Fidelity-Aware Data Composition for Robust Robot Generalization,2025,http://arxiv.org/abs/2509.24797v1,2509.24797v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2509.24797v1,arxiv
Flying Hand: End-Effector-Centric Framework for Versatile Aerial Manipulation Teleoperation and Policy Learning,2025,http://arxiv.org/abs/2504.10334v1,2504.10334v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2504.10334v1,arxiv
Focusing on What Matters: Object-Agent-centric Tokenization for Vision Language Action models,2025,http://arxiv.org/abs/2509.23655v1,2509.23655v1,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2509.23655v1,arxiv
Force-Based Robotic Imitation Learning: A Two-Phase Approach for Construction Assembly Tasks,2025,http://arxiv.org/abs/2501.14942v1,2501.14942v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2501.14942v1,arxiv
Foundation Model Driven Robotics: A Comprehensive Review,2025,http://arxiv.org/abs/2507.10087v1,2507.10087v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2507.10087v1,arxiv
FrankenBot: Brain-Morphic Modular Orchestration for Robotic Manipulation with Vision-Language Models,2025,http://arxiv.org/abs/2506.21627v1,2506.21627v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2506.21627v1,arxiv
FreeTacMan: Robot-free Visuo-Tactile Data Collection System for Contact-rich Manipulation,2025,http://arxiv.org/abs/2506.01941v4,2506.01941v4,,,cs.RO,cs.RO,https://arxiv.org/pdf/2506.01941v4,arxiv
From 2D to 3D Cognition: A Brief Survey of General World Models,2025,http://arxiv.org/abs/2506.20134v1,2506.20134v1,,,cs.CV,cs.CV,https://arxiv.org/pdf/2506.20134v1,arxiv
From Fields to Splats: A Cross-Domain Survey of Real-Time Neural Scene Representations,2025,http://arxiv.org/abs/2509.23555v1,2509.23555v1,,,cs.CV,cs.CV,https://arxiv.org/pdf/2509.23555v1,arxiv
From Intention to Execution: Probing the Generalization Boundaries of Vision-Language-Action Models,2025,http://arxiv.org/abs/2506.09930v1,2506.09930v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2506.09930v1,arxiv
From Screens to Scenes: A Survey of Embodied AI in Healthcare,2025,http://arxiv.org/abs/2501.07468v3,2501.07468v3,10.1016/j.inffus.2025.103033,,cs.AI,cs.AI,https://arxiv.org/pdf/2501.07468v3,arxiv
From Seeing to Experiencing: Scaling Navigation Foundation Models with Reinforcement Learning,2025,http://arxiv.org/abs/2507.22028v1,2507.22028v1,,,cs.CV,"cs.CV,cs.RO",https://arxiv.org/pdf/2507.22028v1,arxiv
From reactive to cognitive: brain-inspired spatial intelligence for embodied agents,2025,http://arxiv.org/abs/2508.17198v1,2508.17198v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2508.17198v1,arxiv
GBPP: Grasp-Aware Base Placement Prediction for Robots via Two-Stage Learning,2025,http://arxiv.org/abs/2509.11594v2,2509.11594v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2509.11594v2,arxiv
GET-USE: Learning Generalized Tool Usage for Bimanual Mobile Manipulation via Simulated Embodiment Extensions,2025,http://arxiv.org/abs/2510.25754v1,2510.25754v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.25754v1,arxiv
"GMatch: A Lightweight, Geometry-Constrained Keypoint Matcher for Zero-Shot 6DoF Pose Estimation in Robotic Grasp Tasks",2025,http://arxiv.org/abs/2505.16144v2,2505.16144v2,,,cs.CV,cs.CV,https://arxiv.org/pdf/2505.16144v2,arxiv
GR-3 Technical Report,2025,http://arxiv.org/abs/2507.15493v2,2507.15493v2,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2507.15493v2,arxiv
GR-RL: Going Dexterous and Precise for Long-Horizon Robotic Manipulation,2025,http://arxiv.org/abs/2512.01801v3,2512.01801v3,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2512.01801v3,arxiv
GR00T N1: An Open Foundation Model for Generalist Humanoid Robots,2025,http://arxiv.org/abs/2503.14734v2,2503.14734v2,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2503.14734v2,arxiv
GRITS: A Spillage-Aware Guided Diffusion Policy for Robot Food Scooping Tasks,2025,http://arxiv.org/abs/2510.00573v1,2510.00573v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.00573v1,arxiv
Gait in Eight: Efficient On-Robot Learning for Omnidirectional Quadruped Locomotion,2025,http://arxiv.org/abs/2503.08375v2,2503.08375v2,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2503.08375v2,arxiv
Galaxea Open-World Dataset and G0 Dual-System VLA Model,2025,http://arxiv.org/abs/2509.00576v1,2509.00576v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2509.00576v1,arxiv
Galilean Symmetry in Robotics,2025,http://arxiv.org/abs/2510.10468v1,2510.10468v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2510.10468v1,arxiv
Gaussian Process Implicit Surfaces as Control Barrier Functions for Safe Robot Navigation,2025,http://arxiv.org/abs/2510.12919v2,2510.12919v2,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2510.12919v2,arxiv
Gazing at Failure: Investigating Human Gaze in Response to Robot Failure in Collaborative Tasks,2025,http://arxiv.org/abs/2502.16899v1,2502.16899v1,,,cs.RO,"cs.RO,cs.HC",https://arxiv.org/pdf/2502.16899v1,arxiv
"Gemini Robotics 1.5: Pushing the Frontier of Generalist Robots with Advanced Embodied Reasoning, Thinking, and Motion Transfer",2025,http://arxiv.org/abs/2510.03342v3,2510.03342v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.03342v3,arxiv
GenFlowRL: Shaping Rewards with Generative Object-Centric Flow in Visual Reinforcement Learning,2025,http://arxiv.org/abs/2508.11049v1,2508.11049v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2508.11049v1,arxiv
Generalist Robot Manipulation beyond Action Labeled Data,2025,http://arxiv.org/abs/2509.19958v1,2509.19958v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.19958v1,arxiv
Generalizability of Large Language Model-Based Agents: A Comprehensive Survey,2025,http://arxiv.org/abs/2509.16330v1,2509.16330v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2509.16330v1,arxiv
"Generalizable Skill Learning for Construction Robots with Crowdsourced Natural Language Instructions, Composable Skills Standardization, and Large Language Model",2025,http://arxiv.org/abs/2509.02876v1,2509.02876v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.02876v1,arxiv
Generative Artificial Intelligence in Robotic Manipulation: A Survey,2025,http://arxiv.org/abs/2503.03464v2,2503.03464v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2503.03464v2,arxiv
Generative Models in Decision Making: A Survey,2025,http://arxiv.org/abs/2502.17100v4,2502.17100v4,,,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2502.17100v4,arxiv
Generative Multi-Agent Collaboration in Embodied AI: A Systematic Review,2025,http://arxiv.org/abs/2502.11518v1,2502.11518v1,,,cs.MA,"cs.MA,cs.AI,cs.LG",https://arxiv.org/pdf/2502.11518v1,arxiv
Generative Visual Foresight Meets Task-Agnostic Pose Estimation in Robotic Table-Top Manipulation,2025,http://arxiv.org/abs/2509.00361v1,2509.00361v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.00361v1,arxiv
Generative World Models of Tasks: LLM-Driven Hierarchical Scaffolding for Embodied Agents,2025,http://arxiv.org/abs/2509.04731v3,2509.04731v3,,,cs.AI,"cs.AI,cs.CL,cs.LG,cs.MA,cs.RO",https://arxiv.org/pdf/2509.04731v3,arxiv
GeoAware-VLA: Implicit Geometry Aware Vision-Language-Action Model,2025,http://arxiv.org/abs/2509.14117v4,2509.14117v4,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.14117v4,arxiv
GeoManip: Geometric Constraints as General Interfaces for Robot Manipulation,2025,http://arxiv.org/abs/2501.09783v1,2501.09783v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2501.09783v1,arxiv
Geometric Red-Teaming for Robotic Manipulation,2025,http://arxiv.org/abs/2509.12379v1,2509.12379v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2509.12379v1,arxiv
GigaBrain-0: A World Model-Powered Vision-Language-Action Model,2025,http://arxiv.org/abs/2510.19430v3,2510.19430v3,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2510.19430v3,arxiv
H-Zero: Cross-Humanoid Locomotion Pretraining Enables Few-shot Novel Embodiment Transfer,2025,http://arxiv.org/abs/2512.00971v1,2512.00971v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2512.00971v1,arxiv
H2R-Grounder: A Paired-Data-Free Paradigm for Translating Human Interaction Videos into Physically Grounded Robot Videos,2025,http://arxiv.org/abs/2512.09406v1,2512.09406v1,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2512.09406v1,arxiv
H2R: A Human-to-Robot Data Augmentation for Robot Pre-training from Videos,2025,http://arxiv.org/abs/2505.11920v3,2505.11920v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2505.11920v3,arxiv
HACTS: a Human-As-Copilot Teleoperation System for Robot Learning,2025,http://arxiv.org/abs/2503.24070v2,2503.24070v2,10.1109/IROS60139.2025.11247309,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2503.24070v2,arxiv
HANDO: Hierarchical Autonomous Navigation and Dexterous Omni-loco-manipulation,2025,http://arxiv.org/abs/2510.09221v1,2510.09221v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.09221v1,arxiv
HARMONI: Haptic-Guided Assistance for Unified Robotic Tele-Manipulation and Tele-Navigation,2025,http://arxiv.org/abs/2506.13704v1,2506.13704v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2506.13704v1,arxiv
HEATS: A Hierarchical Framework for Efficient Autonomous Target Search with Mobile Manipulators,2025,http://arxiv.org/abs/2503.07986v1,2503.07986v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2503.07986v1,arxiv
HELIOS: Hierarchical Exploration for Language-grounded Interaction in Open Scenes,2025,http://arxiv.org/abs/2509.22498v1,2509.22498v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.22498v1,arxiv
HERMES: Human-to-Robot Embodied Learning from Multi-Source Motion Data for Mobile Dexterous Manipulation,2025,http://arxiv.org/abs/2508.20085v3,2508.20085v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2508.20085v3,arxiv
HRT1: One-Shot Human-to-Robot Trajectory Transfer for Mobile Manipulation,2025,http://arxiv.org/abs/2510.21026v1,2510.21026v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.21026v1,arxiv
"Hand-Eye Autonomous Delivery: Learning Humanoid Navigation, Locomotion and Reaching",2025,http://arxiv.org/abs/2508.03068v2,2508.03068v2,,Conference on Robot Learning 2025,cs.RO,cs.RO,https://arxiv.org/pdf/2508.03068v2,arxiv
Hi Robot: Open-Ended Instruction Following with Hierarchical Vision-Language-Action Models,2025,http://arxiv.org/abs/2502.19417v2,2502.19417v2,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2502.19417v2,arxiv
Hi-Dyna Graph: Hierarchical Dynamic Scene Graph for Robotic Autonomy in Human-Centric Environments,2025,http://arxiv.org/abs/2506.00083v1,2506.00083v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2506.00083v1,arxiv
HiBerNAC: Hierarchical Brain-emulated Robotic Neural Agent Collective for Disentangling Complex Manipulation,2025,http://arxiv.org/abs/2506.08296v2,2506.08296v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2506.08296v2,arxiv
High-Fidelity Simulated Data Generation for Real-World Zero-Shot Robotic Manipulation Learning with Gaussian Splatting,2025,http://arxiv.org/abs/2510.10637v1,2510.10637v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2510.10637v1,arxiv
Homogeneous Proportional-Integral-Derivative Controller in Mobile Robotic Manipulators,2025,http://arxiv.org/abs/2511.16406v1,2511.16406v1,,,cs.RO,"cs.RO,nlin.AO",https://arxiv.org/pdf/2511.16406v1,arxiv
Human Centric General Physical Intelligence for Agile Manufacturing Automation,2025,http://arxiv.org/abs/2508.11960v2,2508.11960v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2508.11960v2,arxiv
"Human-Centric Foundation Models: Perception, Generation and Agentic Modeling",2025,http://arxiv.org/abs/2502.08556v1,2502.08556v1,,,cs.CV,"cs.CV,cs.AI,cs.LG,cs.MM",https://arxiv.org/pdf/2502.08556v1,arxiv
Human-Robot collaboration in surgery: Advances and challenges towards autonomous surgical assistants,2025,http://arxiv.org/abs/2507.11460v1,2507.11460v1,,2025 IEEE International Conference on Robot and Human Interactive Communication (ROMAN),cs.RO,"cs.RO,cs.HC",https://arxiv.org/pdf/2507.11460v1,arxiv
Humanoid Everyday: A Comprehensive Robotic Dataset for Open-World Humanoid Manipulation,2025,http://arxiv.org/abs/2510.08807v1,2510.08807v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2510.08807v1,arxiv
"Humanoid Locomotion and Manipulation: Current Progress and Challenges in Control, Planning, and Learning",2025,http://arxiv.org/abs/2501.02116v2,2501.02116v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2501.02116v2,arxiv
Humanoid Policy ~ Human Policy,2025,http://arxiv.org/abs/2503.13441v3,2503.13441v3,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2503.13441v3,arxiv
HyPerNav: Hybrid Perception for Object-Oriented Navigation in Unknown Environment,2025,http://arxiv.org/abs/2510.22917v2,2510.22917v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2510.22917v2,arxiv
Hybrid Diffusion Policies with Projective Geometric Algebra for Efficient Robot Manipulation Learning,2025,http://arxiv.org/abs/2507.05695v4,2507.05695v4,,,cs.RO,cs.RO,https://arxiv.org/pdf/2507.05695v4,arxiv
Hybrid Robot Learning for Automatic Robot Motion Planning in Manufacturing,2025,http://arxiv.org/abs/2502.19340v1,2502.19340v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2502.19340v1,arxiv
